Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,21,NJN,NBA,SF,20,0,441,53,114,.465,0,2,.000,53,112,.473,.465,33,60,.550,16,76,92,25,11,9,26,40,139
2002-03,22,NJN,NBA,SF,20,20,711,110,231,.476,0,3,.000,110,228,.482,.476,61,85,.718,29,98,127,47,16,4,46,67,281
2003-04,23,NJN,NBA,SF,11,11,460,66,158,.418,9,33,.273,57,125,.456,.446,77,108,.713,14,55,69,42,14,8,43,35,218
2004-05,24,NJN,NBA,SF,4,1,140,20,50,.400,2,10,.200,18,40,.450,.420,21,31,.677,8,14,22,9,3,0,8,14,63
2005-06,25,NJN,NBA,SF,11,11,437,90,165,.545,12,29,.414,78,136,.574,.582,52,63,.825,7,38,45,45,10,4,30,32,244
2006-07,26,NJN,NBA,SF,12,12,489,81,168,.482,13,40,.325,68,128,.531,.521,61,66,.924,4,63,67,27,9,5,27,24,236
2009-10,29,SAS,NBA,SF,10,10,334,34,70,.486,1,5,.200,33,65,.508,.493,25,33,.758,8,45,53,18,6,6,15,20,94
2010-11,30,SAS,NBA,SF,6,6,176,12,31,.387,6,17,.353,6,14,.429,.484,9,11,.818,2,23,25,5,3,3,6,13,39
2012-13,32,GSW,NBA,SF,7,0,39,4,9,.444,2,3,.667,2,6,.333,.556,3,9,.333,2,5,7,1,1,1,0,5,13
2014-15,34,DAL,NBA,SF,4,2,51,5,14,.357,3,8,.375,2,6,.333,.464,2,2,1.000,0,2,2,1,2,0,3,9,15
2015-16,35,CLE,NBA,SF,21,2,381,44,84,.524,11,28,.393,33,56,.589,.589,15,20,.750,16,58,74,14,10,1,13,34,114
