Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,21,NJN,NBA,SF,20,0,22.1,2.7,5.7,.465,0.0,0.1,.000,2.7,5.6,.473,.465,1.7,3.0,.550,0.8,3.8,4.6,1.3,0.6,0.5,1.3,2.0,7.0
2002-03,22,NJN,NBA,SF,20,20,35.6,5.5,11.6,.476,0.0,0.2,.000,5.5,11.4,.482,.476,3.1,4.3,.718,1.5,4.9,6.4,2.4,0.8,0.2,2.3,3.4,14.1
2003-04,23,NJN,NBA,SF,11,11,41.8,6.0,14.4,.418,0.8,3.0,.273,5.2,11.4,.456,.446,7.0,9.8,.713,1.3,5.0,6.3,3.8,1.3,0.7,3.9,3.2,19.8
2004-05,24,NJN,NBA,SF,4,1,35.0,5.0,12.5,.400,0.5,2.5,.200,4.5,10.0,.450,.420,5.3,7.8,.677,2.0,3.5,5.5,2.3,0.8,0.0,2.0,3.5,15.8
2005-06,25,NJN,NBA,SF,11,11,39.7,8.2,15.0,.545,1.1,2.6,.414,7.1,12.4,.574,.582,4.7,5.7,.825,0.6,3.5,4.1,4.1,0.9,0.4,2.7,2.9,22.2
2006-07,26,NJN,NBA,SF,12,12,40.8,6.8,14.0,.482,1.1,3.3,.325,5.7,10.7,.531,.521,5.1,5.5,.924,0.3,5.3,5.6,2.3,0.8,0.4,2.3,2.0,19.7
2009-10,29,SAS,NBA,SF,10,10,33.4,3.4,7.0,.486,0.1,0.5,.200,3.3,6.5,.508,.493,2.5,3.3,.758,0.8,4.5,5.3,1.8,0.6,0.6,1.5,2.0,9.4
2010-11,30,SAS,NBA,SF,6,6,29.3,2.0,5.2,.387,1.0,2.8,.353,1.0,2.3,.429,.484,1.5,1.8,.818,0.3,3.8,4.2,0.8,0.5,0.5,1.0,2.2,6.5
2012-13,32,GSW,NBA,SF,7,0,5.6,0.6,1.3,.444,0.3,0.4,.667,0.3,0.9,.333,.556,0.4,1.3,.333,0.3,0.7,1.0,0.1,0.1,0.1,0.0,0.7,1.9
2014-15,34,DAL,NBA,SF,4,2,12.8,1.3,3.5,.357,0.8,2.0,.375,0.5,1.5,.333,.464,0.5,0.5,1.000,0.0,0.5,0.5,0.3,0.5,0.0,0.8,2.3,3.8
2015-16,35,CLE,NBA,SF,21,2,18.1,2.1,4.0,.524,0.5,1.3,.393,1.6,2.7,.589,.589,0.7,1.0,.750,0.8,2.8,3.5,0.7,0.5,0.0,0.6,1.6,5.4
