Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,21,NJN,NBA,SF,79,1917,,1%,97%,2%,,+2.8,-3.0,50,24,33,88,,18,,305,122,32,63
2002-03,22,NJN,NBA,SF,80,2879,,,97%,3%,,+7.0,+4.2,62,55,39,83,,22,,451,184,45,93
2003-04,23,NJN,NBA,SF,82,3133,,1%,98%,1%,,+4.6,+8.9,79,70,49,83,,29,,679,200,46,83
2004-05,24,NJN,NBA,SF,33,1355,,5%,87%,7%,,-5.2,-5.2,58,31,43,46,,27,,297,97,18,38
2005-06,25,NJN,NBA,SF,78,3059,,2%,90%,8%,,+4.0,+11.3,73,53,48,87,,30,,666,259,60,73
2006-07,26,NJN,NBA,SF,55,1956,,2%,77%,21%,,+0.5,+2.1,41,28,51,42,,23,,356,137,21,48
2007-08,27,NJN,NBA,SF,82,3200,,7%,77%,16%,,-5.3,+2.3,68,65,66,90,,40,,597,284,41,76
2008-09,28,MIL,NBA,SF,82,2939,,14%,77%,9%,,-1.9,-2.5,74,45,46,128,,23,,448,230,41,64
2009-10,29,SAS,NBA,SF,81,2520,,,74%,26%,,+7.1,+3.9,39,32,34,89,,21,,356,145,42,49
2010-11,30,SAS,NBA,SF,81,2459,,,89%,11%,,+6.5,-0.1,36,23,34,78,,23,,249,87,16,27
2011-12,31,TOT,NBA,SF,63,1748,,16%,67%,16%,,-1.2,-4.5,29,9,12,0,,0,,204,0,4,18
2011-12,31,SAS,NBA,SF,41,1168,,23%,69%,8%,,+2.1,-9.1,21,3,8,47,,5,,127,18,2,9
2011-12,31,GSW,NBA,SF,22,580,,1%,64%,34%,1%,-7.7,-5.0,8,6,4,16,,3,,77,10,2,9
2012-13,32,GSW,NBA,SF,56,568,,41%,54%,5%,,+1.4,+0.3,7,6,10,23,,5,3,66,18,7,11
2013-14,33,UTA,NBA,SF,82,2213,,70%,30%,,,-9.7,-3.9,45,23,26,87,2,14,5,294,79,15,31
2014-15,34,DAL,NBA,SF,74,1244,,4%,92%,4%,,+2.9,-0.2,26,14,12,54,6,5,8,146,44,7,20
2015-16,35,CLE,NBA,SF,74,1326,,19%,68%,13%,,-2.3,-13.2,14,17,12,68,2,2,1,139,36,7,11
2016-17,36,CLE,NBA,SF,47,937,,18%,72%,10%,,+5.1,-0.1,4,18,10,36,7,5,4,103,24,8,9
