Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,126,3659,,2%,91%,7%,,+0.5,+1.5,60,76,77,95,6,50,3,542,201,35,76
6 seasons,,NJN,NBA,,78,2678,,3%,93%,5%,,+2.0,+4.5,52,59,69,70,0,45,0,450,169,28,64
1 season,,CLE,NBA,,21,381,,1%,83%,16%,,+5.8,-5.1,0,9,0,11,2,0,0,36,6,2,8
2 seasons,,SAS,NBA,,16,510,,,90%,10%,,-5.1,-2.7,7,7,7,9,3,4,0,51,20,4,2
1 season,,GSW,NBA,,7,39,,29%,61%,11%,,-34.6,-37.5,0,0,0,3,0,0,0,2,5,1,1
1 season,,DAL,NBA,,4,51,,,100%,,,-30.1,-33.2,1,1,1,2,1,1,3,3,1,0,1
