Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,21,NJN,NBA,SF,20,0,441,4.3,9.3,.465,0.0,0.2,.000,4.3,9.1,.473,2.7,4.9,.550,1.3,6.2,7.5,2.0,0.9,0.7,2.1,3.3,11.3
2002-03,22,NJN,NBA,SF,20,20,711,5.6,11.7,.476,0.0,0.2,.000,5.6,11.5,.482,3.1,4.3,.718,1.5,5.0,6.4,2.4,0.8,0.2,2.3,3.4,14.2
2003-04,23,NJN,NBA,SF,11,11,460,5.2,12.4,.418,0.7,2.6,.273,4.5,9.8,.456,6.0,8.5,.713,1.1,4.3,5.4,3.3,1.1,0.6,3.4,2.7,17.1
2004-05,24,NJN,NBA,SF,4,1,140,5.1,12.9,.400,0.5,2.6,.200,4.6,10.3,.450,5.4,8.0,.677,2.1,3.6,5.7,2.3,0.8,0.0,2.1,3.6,16.2
2005-06,25,NJN,NBA,SF,11,11,437,7.4,13.6,.545,1.0,2.4,.414,6.4,11.2,.574,4.3,5.2,.825,0.6,3.1,3.7,3.7,0.8,0.3,2.5,2.6,20.1
2006-07,26,NJN,NBA,SF,12,12,489,6.0,12.4,.482,1.0,2.9,.325,5.0,9.4,.531,4.5,4.9,.924,0.3,4.6,4.9,2.0,0.7,0.4,2.0,1.8,17.4
2009-10,29,SAS,NBA,SF,10,10,334,3.7,7.5,.486,0.1,0.5,.200,3.6,7.0,.508,2.7,3.6,.758,0.9,4.9,5.7,1.9,0.6,0.6,1.6,2.2,10.1
2010-11,30,SAS,NBA,SF,6,6,176,2.5,6.3,.387,1.2,3.5,.353,1.2,2.9,.429,1.8,2.3,.818,0.4,4.7,5.1,1.0,0.6,0.6,1.2,2.7,8.0
2012-13,32,GSW,NBA,SF,7,0,39,3.7,8.3,.444,1.8,2.8,.667,1.8,5.5,.333,2.8,8.3,.333,1.8,4.6,6.5,0.9,0.9,0.9,0.0,4.6,12.0
2014-15,34,DAL,NBA,SF,4,2,51,3.5,9.9,.357,2.1,5.6,.375,1.4,4.2,.333,1.4,1.4,1.000,0.0,1.4,1.4,0.7,1.4,0.0,2.1,6.4,10.6
2015-16,35,CLE,NBA,SF,21,2,381,4.2,7.9,.524,1.0,2.6,.393,3.1,5.3,.589,1.4,1.9,.750,1.5,5.5,7.0,1.3,0.9,0.1,1.2,3.2,10.8
