Player,Sim,1,2,3,4
Hassan Whiteside,,10.3,5.3,0.2,0.0
Rudy Gobert,85.0,9.3,6.4,0.4,
Manny Leaks,70.7,7.3,5.2,1.1,-0.2
Zydrunas Ilgauskas,68.0,9.4,2.5,0.7,0.5
Skip Thoren,61.2,7.0,4.4,1.6,
Bill McGill,60.4,7.1,4.6,2.2,-0.1
Marvin Webster,59.5,8.7,3.9,2.8,1.3
Tyson Chandler,58.7,8.3,3.9,1.9,1.8
Gheorghe Muresan,58.0,8.0,5.3,4.1,1.3
Stan Miasek,57.8,10.3,5.8,5.5,3.5
Andris Biedrins,57.2,8.0,6.7,2.9,1.2
