Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,141,69,3887,539,1372,.393,87,292,.298,452,1080,.419,.425,288,458,.629,185,369,554,250,141,132,230,496,1453
8 seasons,,POR,NBA,,78,22,2008,307,749,.410,17,79,.215,290,670,.433,.421,175,297,.589,125,219,344,128,68,84,131,277,806
2 seasons,,DET,NBA,,27,27,934,102,283,.360,40,112,.357,62,171,.363,.431,46,67,.687,19,57,76,78,34,32,49,90,290
4 seasons,,PHO,NBA,,20,20,656,105,268,.392,19,66,.288,86,202,.426,.427,61,87,.701,37,61,98,34,26,12,39,80,290
3 seasons,,NJN,NBA,,16,0,289,25,72,.347,11,35,.314,14,37,.378,.424,6,7,.857,4,32,36,10,13,4,11,49,67
