Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,18,58,0.7,.335,.469,.063,0.0,14.0,6.8,5.9,0.0,5.3,10.8,28.3,,-0.3,0.1,-0.2,-0.203,,-10.9,-4.5,-15.3,-0.2
2 seasons,,CHI,NBA,,13,35,5.5,.395,.579,.000,0.0,13.3,6.4,9.8,0.0,6.7,9.5,26.6,,-0.1,0.0,-0.1,-0.088,,-6.1,-2.8,-8.9,-0.1
1 season,,CLE,NBA,,3,14,-20.8,.125,.375,.000,0.0,8.4,4.1,0.0,0.0,0.0,20.0,32.4,,-0.2,0.0,-0.2,-0.615,,-23.3,-8.3,-31.6,-0.1
1 season,,NYK,NBA,,2,9,15.7,.425,.200,.400,0.0,25.2,12.2,0.0,0.0,8.1,0.0,28.4,,0.0,0.0,0.0,-0.010,,-9.9,-4.9,-14.9,0.0
