Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2005-06,20,NOK,NBA,PF,29,1,268,5.6,14.1,.400,0.0,0.0,,5.6,14.1,.400,2.4,3.8,.632,3.6,10.1,13.7,0.6,0.6,1.4,2.2,3.6,13.7,,90,106
2006-07,21,NOK,NBA,PF,21,3,162,4.9,14.4,.341,0.0,0.3,.000,4.9,14.1,.349,3.9,5.3,.750,4.3,9.9,14.1,1.0,0.7,1.0,3.3,5.3,13.8,,86,106
2007-08,22,DAL,NBA,C,79,1,1557,8.4,16.9,.499,0.0,0.1,.000,8.4,16.7,.503,5.5,6.7,.822,4.1,7.8,11.9,2.0,0.8,1.6,2.8,5.1,22.4,,112,106
2008-09,23,DAL,NBA,C,81,0,1574,8.4,16.9,.496,0.0,0.2,.000,8.4,16.7,.502,6.1,7.0,.867,4.3,7.9,12.2,1.4,0.9,1.8,2.9,4.7,22.9,,113,108
2009-10,24,ORL,NBA,PF,50,3,648,9.6,18.8,.511,0.0,0.0,,9.6,18.8,.511,4.2,5.1,.825,4.3,5.9,10.2,1.5,1.0,2.2,2.5,5.6,23.3,,112,104
2010-11,25,ORL,NBA,PF,76,51,1980,8.8,17.1,.515,0.0,0.1,.000,8.8,17.1,.516,5.0,6.2,.815,3.6,7.7,11.3,1.5,0.7,1.4,2.6,4.2,22.7,,113,103
2011-12,26,BOS,NBA,PF,59,39,1868,8.6,18.0,.479,0.0,0.0,,8.6,18.0,.479,3.8,4.6,.810,2.7,7.7,10.4,1.6,1.0,1.5,1.8,3.8,21.0,,103,99
2012-13,27,BOS,NBA,PF,81,69,2239,6.7,13.8,.486,0.0,0.0,.000,6.7,13.7,.487,3.0,3.5,.860,3.0,6.9,9.9,2.0,1.0,1.5,1.9,4.4,16.4,,107,104
2013-14,28,BOS,NBA,PF,82,73,2266,8.0,16.5,.486,0.0,0.1,.333,7.9,16.3,.487,4.7,5.4,.858,3.7,7.0,10.7,2.0,0.8,1.6,2.3,4.3,20.7,,111,108
2014-15,29,BOS,NBA,PF,82,43,1929,8.9,17.7,.504,0.2,0.8,.281,8.7,16.9,.515,4.4,5.6,.790,3.6,6.7,10.3,2.7,1.1,0.8,2.2,3.6,22.5,,112,106
2015-16,30,LAL,NBA,PF,66,0,1342,6.5,11.9,.549,0.0,0.1,.000,6.5,11.8,.552,4.7,5.5,.845,3.9,6.8,10.7,2.8,1.2,2.1,1.6,4.7,17.7,,127,111
2016-17,31,LAC,NBA,PF,34,0,415,9.1,15.2,.598,0.1,0.2,.500,9.0,15.0,.600,5.5,6.1,.902,3.1,7.0,10.1,2.3,0.8,0.8,2.9,3.8,23.9,,123,110
