Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,20,NOK,NBA,PF,29,268,,,9%,89%,3%,-9.2,-6.5,4,5,2,9,,2,,6,8,1,9
2006-07,21,NOK,NBA,PF,21,162,,,44%,56%,,-8.1,-6.6,2,1,7,4,,4,,8,7,0,3
2007-08,22,DAL,NBA,C,79,1557,,,6%,63%,32%,-0.9,-10.0,24,32,26,93,,12,,127,96,25,50
2008-09,23,DAL,NBA,C,81,1574,,,4%,48%,48%,+3.3,+1.4,22,24,40,71,,22,,100,100,23,57
2009-10,24,ORL,NBA,PF,50,648,,,5%,94%,,+5.4,-3.5,9,7,15,33,,6,,45,32,11,16
2010-11,25,ORL,NBA,PF,76,1980,,,15%,85%,,+5.4,-1.3,28,32,37,77,,17,,141,114,24,49
2011-12,26,BOS,NBA,PF,59,1868,,,,97%,3%,+4.7,+4.3,17,26,22,77,,13,,133,71,11,75
2012-13,27,BOS,NBA,PF,81,2239,,,28%,71%,1%,-3.6,-7.2,23,27,30,92,,16,1,196,75,18,49
2013-14,28,BOS,NBA,PF,82,2266,,,26%,74%,,-8.2,-7.2,28,36,37,97,7,22,7,201,107,20,48
2014-15,29,BOS,NBA,PF,82,1929,,,,92%,8%,-2.7,-5.1,20,28,35,71,5,14,2,254,99,23,56
2015-16,30,LAL,NBA,PF,66,1342,,,7%,90%,3%,-1.3,+13.6,10,14,18,75,0,10,2,175,76,17,35
2016-17,31,LAC,NBA,PF,34,415,,,1%,93%,6%,-11.1,-17.5,3,14,8,14,0,4,0,49,28,8,8
