Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,20,NOK,NBA,PF,29,1,268,3.8,9.4,.400,0.0,0.0,,3.8,9.4,.400,1.6,2.6,.632,2.4,6.7,9.1,0.4,0.4,0.9,1.5,2.4,9.1
2006-07,21,NOK,NBA,PF,21,3,162,3.3,9.8,.341,0.0,0.2,.000,3.3,9.6,.349,2.7,3.6,.750,2.9,6.7,9.6,0.7,0.4,0.7,2.2,3.6,9.3
2007-08,22,DAL,NBA,C,79,1,1557,5.7,11.4,.499,0.0,0.1,.000,5.7,11.3,.503,3.7,4.6,.822,2.8,5.2,8.0,1.3,0.5,1.1,1.9,3.5,15.1
2008-09,23,DAL,NBA,C,81,0,1574,5.8,11.6,.496,0.0,0.1,.000,5.8,11.5,.502,4.2,4.8,.867,3.0,5.4,8.4,1.0,0.6,1.3,2.0,3.2,15.7
2009-10,24,ORL,NBA,PF,50,3,648,6.6,12.9,.511,0.0,0.0,,6.6,12.9,.511,2.9,3.5,.825,3.0,4.1,7.1,1.1,0.7,1.5,1.7,3.8,16.1
2010-11,25,ORL,NBA,PF,76,51,1980,6.0,11.7,.515,0.0,0.0,.000,6.0,11.7,.516,3.5,4.2,.815,2.4,5.3,7.7,1.0,0.5,0.9,1.8,2.9,15.5
2011-12,26,BOS,NBA,PF,59,39,1868,5.8,12.2,.479,0.0,0.0,,5.8,12.2,.479,2.5,3.1,.810,1.8,5.2,7.0,1.1,0.7,1.0,1.3,2.6,14.2
2012-13,27,BOS,NBA,PF,81,69,2239,4.6,9.5,.486,0.0,0.0,.000,4.6,9.4,.487,2.1,2.4,.860,2.1,4.8,6.8,1.4,0.7,1.0,1.3,3.0,11.3
2013-14,28,BOS,NBA,PF,82,73,2266,5.6,11.5,.486,0.0,0.1,.333,5.6,11.4,.487,3.3,3.8,.858,2.6,4.9,7.5,1.4,0.6,1.1,1.6,3.0,14.5
2014-15,29,BOS,NBA,PF,82,43,1929,6.4,12.7,.504,0.2,0.6,.281,6.3,12.1,.515,3.2,4.0,.790,2.6,4.8,7.4,1.9,0.8,0.6,1.5,2.6,16.2
2015-16,30,LAL,NBA,PF,66,0,1342,4.7,8.5,.549,0.0,0.1,.000,4.7,8.5,.552,3.4,4.0,.845,2.8,4.9,7.6,2.0,0.9,1.5,1.1,3.4,12.7
2016-17,31,LAC,NBA,PF,34,0,415,6.6,11.0,.598,0.1,0.2,.500,6.5,10.8,.600,4.0,4.4,.902,2.3,5.0,7.3,1.6,0.6,0.6,2.1,2.8,17.3
