Player,Sim,1,2,3,4,5
Donald Sloan,,2.0,2.0,0.3,0.1,-0.3
Rodrigue Beaubois,84.1,2.2,2.0,0.4,0.2,
Eric Maynor,81.2,1.9,1.5,0.2,0.1,-0.4
Steve Bracey,75.2,2.1,1.5,0.3,,
Shabazz Muhammad,74.5,2.7,2.0,0.3,,
Tony Snell,70.8,2.4,1.6,0.4,,
Maurice McHartley,70.2,2.4,1.8,0.8,,
E'Twaun Moore,68.7,1.8,1.7,0.8,0.2,0.2
Fred LaCour,68.1,1.7,1.7,-0.1,,
Trey Burke,68.0,2.4,2.1,0.9,,
Richie Regan,68.0,1.6,1.5,0.4,,
