Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,20,CHI,NBA,PG,61,1050,.352,17.8,.615,.135,.066,.115,.299,.385,.353,.390,.250,.343,.363,.350,.439,.013,3,.951,.068,.500,1,0
2001-02,21,CHI,NBA,PG,23,481,.476,18.0,.690,.070,.112,.123,.385,.310,.488,.538,.619,.478,.444,.448,.333,.000,0,.846,.121,.714,1,0
2002-03,22,CHI,NBA,PG,80,1992,.413,15.6,.700,.182,.129,.115,.275,.300,.438,.551,.385,.419,.396,.355,.250,.014,10,.721,.165,.325,3,0
2003-04,23,CHI,NBA,SG,80,2811,.386,17.4,.605,.140,.088,.107,.270,.395,.432,.500,.422,.362,.427,.317,.422,.015,20,.642,.192,.220,5,1
2004-05,24,NYK,NBA,SG,70,2688,.398,17.9,.533,.144,.072,.086,.232,.467,.431,.519,.468,.362,.390,.361,.310,.014,14,.800,.268,.431,2,0
2005-06,25,NYK,NBA,SG,79,2555,.416,15.2,.667,.200,.126,.121,.220,.333,.452,.517,.459,.415,.409,.345,.223,.009,7,.861,.341,.400,4,0
2006-07,26,NYK,NBA,SG,59,2198,.400,15.2,.637,.213,.119,.097,.208,.363,.445,.497,.476,.453,.370,.320,.203,.012,10,.777,.292,.372,4,0
2007-08,27,NYK,NBA,SG,80,3190,.410,16.6,.645,.138,.104,.143,.260,.355,.439,.448,.389,.427,.461,.356,.292,.007,6,.688,.283,.421,5,0
2008-09,28,TOT,NBA,PG-SG,65,2479,.410,17.3,.614,.139,.086,.102,.288,.386,.441,.585,.341,.375,.425,.360,.235,.000,0,.704,.223,.398,3,0
2008-09,28,NYK,NBA,SG,11,392,.432,17.2,.544,.172,.071,.112,.189,.456,.413,.414,.333,.316,.500,.455,.316,.000,0,.657,.260,.350,0,0
2008-09,28,GSW,NBA,PG,54,2087,.406,17.3,.628,.132,.089,.100,.307,.372,.446,.628,.342,.388,.416,.338,.222,.000,0,.720,.215,.412,3,0
2009-10,29,ATL,NBA,SG,79,2460,.449,16.7,.614,.165,.100,.089,.260,.386,.491,.665,.333,.551,.422,.382,.282,.005,5,.724,.365,.385,8,1
2010-11,30,ATL,NBA,SG,76,2297,.421,17.2,.601,.134,.125,.080,.262,.399,.474,.615,.422,.400,.450,.341,.273,.008,4,.798,.344,.408,5,1
2011-12,31,POR,NBA,PG,60,1613,.384,16.8,.647,.141,.128,.099,.280,.353,.426,.548,.287,.384,.442,.308,.236,.007,5,.825,.300,.462,6,0
2012-13,32,LAC,NBA,SG,76,2230,.438,17.4,.610,.098,.136,.114,.262,.390,.477,.640,.500,.474,.406,.376,.399,.004,4,.899,.381,.358,2,0
2013-14,33,LAC,NBA,SG,69,2094,.416,18.0,.559,.108,.110,.109,.232,.441,.460,.624,.423,.364,.447,.361,.362,.003,3,.752,.206,.380,3,1
2014-15,34,LAC,NBA,SG,64,1703,.396,18.4,.566,.076,.117,.117,.244,.434,.448,.578,.459,.347,.449,.327,.319,.001,1,.748,.195,.352,8,0
2015-16,35,LAC,NBA,SG,79,2126,.404,16.8,.634,.099,.134,.160,.241,.366,.440,.613,.468,.387,.389,.340,.260,.001,1,.735,.230,.418,6,0
2016-17,36,LAC,NBA,SG,50,1339,.398,17.4,.655,.096,.130,.132,.302,.345,.434,.566,.347,.425,.425,.330,.223,.002,1,.587,.147,.214,1,0
