Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,20,CHI,NBA,PG,61,1050,77%,18%,5%,,,-13.4,-4.2,55,21,9,33,,2,,292,11,3,12
2001-02,21,CHI,NBA,PG,23,481,98%,2%,,,,-13.1,-4.1,22,8,2,11,,0,,118,7,3,3
2002-03,22,CHI,NBA,PG,80,1992,92%,6%,3%,,,-1.1,+8.7,74,34,26,56,,9,,715,51,9,23
2003-04,23,CHI,NBA,SG,80,2811,11%,69%,21%,,,-6.2,+2.6,105,52,36,64,,17,,891,83,15,46
2004-05,24,NYK,NBA,SG,70,2688,8%,91%,2%,,,-3.9,-3.3,84,29,35,55,,22,,659,68,13,28
2005-06,25,NYK,NBA,SG,79,2555,18%,74%,8%,,,-6.8,+0.6,93,35,47,65,,21,,643,117,26,43
2006-07,26,NYK,NBA,SG,59,2198,6%,78%,15%,1%,,-3.8,-0.8,82,24,56,49,,17,,566,87,25,36
2007-08,27,NYK,NBA,SG,80,3190,16%,69%,15%,,,-6.3,+5.6,98,40,54,65,,18,,882,143,34,51
2008-09,28,TOT,NBA,PG-SG,65,2479,56%,34%,11%,,,-4.6,-1.8,85,31,32,0,,0,,647,0,35,32
2008-09,28,NYK,NBA,SG,11,392,,66%,34%,,,-0.9,+2.1,17,5,4,8,,1,,111,17,5,4
2008-09,28,GSW,NBA,PG,54,2087,66%,28%,6%,,,-5.3,-2.8,68,26,28,43,,9,,536,100,30,28
2009-10,29,ATL,NBA,SG,79,2460,43%,56%,,,,+4.4,-1.8,60,37,40,57,,14,,519,117,27,54
2010-11,30,ATL,NBA,SG,76,2297,28%,70%,2%,,,-0.5,+1.0,73,43,29,51,,15,,534,89,22,42
2011-12,31,POR,NBA,PG,60,1613,38%,61%,2%,,,-2.9,-3.5,48,38,25,23,,12,,430,76,13,38
2012-13,32,LAC,NBA,SG,76,2230,6%,86%,8%,,,+7.3,+0.8,68,48,30,30,,6,4,421,89,23,35
2013-14,33,LAC,NBA,SG,69,2094,,78%,22%,,,+5.6,-3.1,68,41,26,46,4,7,3,496,120,26,26
2014-15,34,LAC,NBA,SG,64,1703,1%,59%,40%,,,+2.3,-8.8,42,27,23,43,3,11,3,368,98,17,21
2015-16,35,LAC,NBA,SG,79,2126,1%,48%,49%,2%,,+1.5,-6.2,51,45,16,39,4,7,10,417,109,24,26
2016-17,36,LAC,NBA,SG,50,1339,1%,27%,69%,4%,,-2.6,-13.7,17,62,10,29,2,5,3,337,40,12,15
