Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,153,9,2922,7.8,19.0,.412,1.0,3.3,.317,6.8,15.7,.432,2.7,4.2,.659,1.2,8.6,9.8,6.5,1.5,0.3,4.0,3.6,19.4,,92,109
2 seasons,,NJN,NBA,,88,9,1970,7.7,19.3,.401,0.9,3.0,.313,6.8,16.4,.417,2.9,4.1,.701,1.3,8.9,10.3,6.8,1.3,0.3,4.0,3.9,19.3,,91,110
1 season,,BOS,NBA,,24,0,318,7.9,16.0,.495,0.8,2.5,.333,7.1,13.5,.524,1.5,3.5,.429,0.7,6.6,7.2,6.3,1.8,0.3,3.6,2.1,18.1,,95,104
2 seasons,,HOU,NBA,,23,0,265,6.7,19.4,.343,2.0,5.7,.345,4.7,13.7,.343,2.9,4.5,.652,0.6,7.8,8.4,3.3,1.6,0.2,3.5,3.9,18.2,,84,107
1 season,,SAC,NBA,,18,0,369,8.9,19.4,.461,1.1,3.7,.296,7.8,15.7,.500,2.9,4.7,.618,1.5,8.7,10.2,7.6,2.2,0.8,4.5,2.6,21.8,,99,108
