Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,22,ATL,NBA,PF,82,19,1785,6.5,13.9,.467,0.0,0.2,.222,6.5,13.7,.470,2.4,3.7,.657,3.6,7.0,10.5,0.7,0.6,1.0,2.1,4.6,15.4
1985-86,23,ATL,NBA,PF,82,59,2300,6.6,12.7,.517,0.0,0.1,.000,6.6,12.6,.520,2.7,4.1,.654,3.8,7.2,11.0,0.7,1.0,0.7,2.8,4.6,15.8
1986-87,24,ATL,NBA,PF,81,81,2626,7.4,13.8,.536,0.0,0.1,.250,7.4,13.7,.538,3.1,4.4,.709,4.4,7.2,11.6,0.8,0.9,0.8,2.4,4.3,17.9
1987-88,25,ATL,NBA,PF,75,55,2091,6.1,11.8,.518,0.0,0.0,.000,6.1,11.8,.520,2.7,4.2,.649,4.0,5.4,9.4,0.5,1.2,0.7,2.4,4.1,15.0
1989-90,27,ATL,NBA,PF,81,51,2273,6.6,12.7,.519,0.0,0.1,.286,6.6,12.6,.521,2.7,3.9,.683,4.0,6.2,10.2,0.9,1.0,0.7,2.3,4.1,15.9
1990-91,28,ATL,NBA,PF,80,80,2373,6.7,13.4,.504,0.1,0.2,.400,6.7,13.2,.505,2.4,3.6,.668,3.9,6.8,10.7,1.5,0.9,0.6,2.3,3.6,15.9
1991-92,29,ATL,NBA,PF,81,80,2962,7.2,14.9,.483,0.1,0.4,.162,7.1,14.4,.493,3.5,4.4,.804,5.1,10.2,15.3,2.1,0.9,0.7,2.4,2.7,18.0
1992-93,30,ATL,NBA,PF,80,80,2878,7.7,15.2,.506,0.1,0.4,.241,7.6,14.9,.512,2.5,3.8,.653,4.2,8.7,12.9,2.1,0.9,0.5,2.7,3.3,17.9
1993-94,31,ATL,NBA,PF,80,80,2867,7.9,15.8,.499,0.1,0.3,.375,7.8,15.5,.501,3.4,4.7,.713,4.2,7.9,12.1,1.9,1.0,0.5,2.4,3.1,19.2
1994-95,32,TOT,NBA,PF,67,63,2390,7.1,15.3,.466,0.0,0.2,.200,7.1,15.1,.470,3.1,4.5,.690,3.4,7.6,11.0,1.3,0.9,0.5,2.4,3.2,17.4
1994-95,32,ATL,NBA,PF,2,2,89,6.5,16.6,.390,0.0,0.4,.000,6.5,16.2,.400,4.0,6.1,.667,4.0,10.5,14.6,1.2,0.4,1.2,2.8,2.8,17.0
1994-95,32,MIA,NBA,PF,65,61,2301,7.1,15.2,.469,0.0,0.2,.214,7.1,15.0,.473,3.1,4.4,.691,3.4,7.5,10.9,1.3,0.9,0.5,2.4,3.3,17.4
1995-96,33,TOT,NBA,PF,75,60,2135,5.5,12.0,.456,0.0,0.2,.111,5.5,11.9,.461,2.4,3.4,.708,3.5,7.3,10.8,0.9,0.5,0.7,2.7,4.3,13.4
1995-96,33,MIA,NBA,PF,47,42,1357,5.2,10.9,.473,0.0,0.1,.000,5.2,10.8,.479,2.4,3.3,.712,3.6,7.6,11.1,0.9,0.5,0.7,2.6,4.2,12.7
1995-96,33,GSW,NBA,PF,28,18,778,6.0,13.9,.433,0.0,0.2,.250,6.0,13.7,.436,2.5,3.6,.701,3.4,6.7,10.1,0.9,0.6,0.7,2.9,4.4,14.6
1996-97,34,HOU,NBA,PF,75,32,1964,6.4,13.3,.481,0.0,0.3,.143,6.4,13.1,.487,2.6,3.7,.693,2.7,7.6,10.3,1.3,0.8,0.6,2.2,4.0,15.4
1997-98,35,HOU,NBA,PF,81,74,2528,7.6,14.8,.510,0.0,0.1,.143,7.5,14.7,.513,3.4,4.3,.793,3.3,6.4,9.7,1.1,0.8,0.5,2.4,3.3,18.6
1998-99,36,TOR,NBA,C,42,38,1216,5.5,13.2,.418,0.0,0.1,.000,5.5,13.2,.420,3.8,4.6,.839,3.2,7.1,10.4,2.0,0.8,0.8,2.5,4.0,14.9
1999-00,37,TOR,NBA,PF,79,1,1679,5.1,12.2,.415,0.0,0.1,.333,5.0,12.1,.415,2.8,3.5,.799,4.3,6.0,10.3,1.1,0.8,1.0,2.1,5.5,13.0
2000-01,38,TOT,NBA,C,78,22,1830,6.0,13.6,.441,0.0,0.1,.167,6.0,13.5,.443,2.2,2.9,.769,3.5,7.0,10.5,1.0,1.1,1.0,1.7,4.2,14.2
2000-01,38,TOR,NBA,C,35,9,771,5.8,12.6,.461,0.0,0.1,.000,5.8,12.5,.464,2.8,3.8,.753,3.2,7.2,10.4,1.0,0.9,1.0,1.9,3.6,14.4
2000-01,38,DEN,NBA,C,43,13,1059,6.1,14.3,.428,0.0,0.1,.250,6.1,14.2,.429,1.8,2.2,.788,3.7,6.8,10.5,1.0,1.3,1.1,1.6,4.7,14.0
2001-02,39,HOU,NBA,PF,52,5,865,5.2,11.8,.440,0.0,0.0,.000,5.2,11.8,.442,2.7,3.6,.747,4.4,8.1,12.4,0.6,1.0,1.0,1.7,4.1,13.1
2002-03,40,SAS,NBA,C,71,6,840,5.3,11.0,.479,0.0,0.1,.000,5.3,10.9,.482,2.2,3.6,.614,3.6,6.1,9.7,1.0,0.9,0.9,2.6,5.1,12.7
2003-04,41,SAS,NBA,C,48,0,373,6.8,14.5,.467,0.0,0.1,.000,6.8,14.4,.470,2.3,3.8,.615,3.6,5.9,9.5,1.1,2.0,0.9,3.1,5.9,15.8
2004-05,42,ATL,NBA,C,29,5,344,3.7,9.4,.389,0.0,0.2,.000,3.7,9.2,.398,1.8,2.4,.739,3.0,4.9,8.0,0.9,0.8,0.7,1.6,5.5,9.1
2006-07,44,DAL,NBA,PF,5,0,43,4.2,10.9,.385,0.0,0.0,,4.2,10.9,.385,1.7,1.7,1.000,1.7,5.0,6.7,0.8,1.7,0.8,1.7,9.2,10.0
