Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1985-86,23,ATL,NBA,PF,9,9,280,9.5,16.9,.561,0.0,0.0,,9.5,16.9,.561,2.6,4.0,.652,5.3,5.9,11.2,0.9,1.2,1.4,2.6,6.5,21.5,,113,112
1986-87,24,ATL,NBA,PF,9,9,356,8.8,16.9,.522,0.0,0.0,,8.8,16.9,.522,3.1,4.6,.677,4.9,7.4,12.2,0.9,1.3,1.0,2.5,4.9,20.8,,109,108
1987-88,25,ATL,NBA,PF,12,12,462,8.9,15.3,.580,0.0,0.1,.000,8.9,15.2,.584,3.8,5.5,.680,4.0,8.0,12.0,1.2,1.1,1.1,2.8,5.6,21.5,,115,113
1990-91,28,ATL,NBA,PF,5,5,159,8.9,22.0,.403,0.7,1.0,.667,8.2,21.0,.391,6.9,9.9,.700,5.9,8.9,14.8,1.6,1.0,0.3,0.7,7.2,25.3,,115,113
1992-93,30,ATL,NBA,PF,3,3,103,10.7,23.0,.467,0.0,0.5,.000,10.7,22.5,.477,4.1,7.2,.571,6.6,6.6,13.3,1.5,1.0,0.0,3.6,6.6,25.6,,101,122
1993-94,31,ATL,NBA,PF,11,11,362,8.9,19.4,.457,0.0,0.8,.000,8.9,18.7,.476,2.4,3.2,.762,5.7,12.2,17.9,1.7,1.2,0.8,2.9,5.6,20.2,,100,98
1996-97,34,HOU,NBA,PF,16,0,295,7.0,17.4,.400,0.0,0.2,.000,7.0,17.2,.404,4.8,7.0,.684,4.0,9.7,13.7,2.0,1.6,0.7,4.0,8.6,18.7,,92,109
1997-98,35,HOU,NBA,PF,5,5,168,7.1,17.7,.400,0.0,0.3,.000,7.1,17.4,.407,3.9,5.2,.750,5.8,11.3,17.1,1.6,2.6,1.0,3.9,6.8,18.1,,90,99
1999-00,37,TOR,NBA,PF,3,0,76,8.8,24.2,.364,0.0,0.0,,8.8,24.2,.364,11.0,14.7,.750,4.4,14.7,19.1,0.7,1.5,0.0,1.5,8.1,28.6,,104,100
2002-03,40,SAS,NBA,C,18,0,91,12.2,23.2,.525,0.6,0.6,1.000,11.6,22.6,.513,1.7,1.7,1.000,11.0,7.0,18.0,1.2,0.6,0.6,4.6,9.3,26.7,,106,101
2003-04,41,SAS,NBA,C,7,0,25,6.6,17.6,.375,0.0,2.2,.000,6.6,15.4,.429,0.0,2.2,.000,0.0,13.2,13.2,0.0,2.2,0.0,0.0,11.0,13.2,,78,95
