Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,22,DET,NBA,SG,75,970,,95%,5%,,,+8.7,+0.2,10,8,16,32,,6,,113,33,7,32
2008-09,23,DET,NBA,SG,74,1234,,55%,45%,,,+0.1,+0.8,14,10,19,77,,3,,95,25,7,14
2009-10,24,DEN,NBA,SG,82,2221,,92%,7%,,,+3.5,-1.5,20,19,35,121,,11,,297,47,13,50
2010-11,25,DEN,NBA,SG,69,2324,1%,88%,11%,,,+4.0,-2.7,25,19,27,79,,8,,385,63,12,46
2011-12,26,DEN,NBA,SG,62,2086,2%,71%,26%,1%,,+1.1,-6.2,24,24,37,67,,18,,357,86,17,67
2012-13,27,ORL,NBA,SF,64,2307,1%,48%,49%,3%,,-7.8,-0.1,45,50,43,67,,20,9,474,93,23,59
2013-14,28,ORL,NBA,SG,73,2552,,49%,50%,1%,,-7.6,-5.0,53,42,51,51,2,20,3,571,132,31,59
2014-15,29,TOT,NBA,SG,78,2502,,88%,12%,,,-2.7,+2.0,44,35,36,0,0,0,0,303,0,17,63
2014-15,29,DEN,NBA,SG,53,1750,,91%,9%,,,-2.7,+2.0,32,23,27,46,1,12,7,232,49,14,47
2014-15,29,POR,NBA,SG,25,752,,81%,18%,,,+4.3,0.0,12,12,9,27,2,6,7,71,16,3,16
2015-16,30,NYK,NBA,SG,71,2371,1%,81%,18%,,,-3.5,-1.7,22,30,30,51,3,13,6,337,67,23,47
2016-17,31,SAC,NBA,SG,42,1052,5%,87%,8%,,,-6.3,-5.3,2,14,12,30,3,8,0,117,20,7,19
