Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,25,GSW,NBA,C,58,1457,,,,26%,74%,-10.5,-1.3,28,25,26,88,,12,,101,29,6,37
2001-02,26,GSW,NBA,C,79,1485,,,1%,7%,92%,-6.3,-0.5,28,17,31,115,,14,,86,35,11,29
2002-03,27,GSW,NBA,C,82,1787,,,,10%,90%,+3.4,+8.1,23,27,23,131,,14,,76,41,11,24
2003-04,28,GSW,NBA,C,44,572,,,,15%,85%,-6.6,-6.8,7,4,10,38,,5,,39,14,5,11
2004-05,29,GSW,NBA,C,78,1700,,,,6%,93%,-0.7,+3.1,16,19,23,116,,13,,130,36,8,21
2005-06,30,GSW,NBA,C,77,1824,,,,8%,91%,-1.0,+1.5,26,22,32,112,,21,,75,34,13,25
2006-07,31,GSW,NBA,C,48,475,,,1%,16%,84%,-4.4,-4.4,10,4,9,41,,2,,41,8,1,4
2007-08,32,ORL,NBA,C,82,774,,,,1%,99%,+0.4,-6.7,8,7,17,59,,7,,40,15,2,22
2008-09,33,TOT,NBA,C,10,62,,,,5%,95%,-2.6,-3.7,0,0,3,0,,0,,2,0,0,0
2008-09,33,ORL,NBA,C,9,59,,,,5%,95%,-1.8,-9.7,0,0,3,3,,1,,2,2,0,0
2008-09,33,MEM,NBA,C,1,3,,,,,100%,-14.3,-8.5,0,0,0,1,,0,,0,0,0,0
