Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,558,10136,.479,4.5,1.000,.436,.433,.098,.032,.000,.479,.583,.409,.385,.309,.000,.615,.078,148,,.000,,0,0
7 seasons,,GSW,NBA,,466,9300,.480,4.7,.999,.422,.443,.100,.035,.001,.480,.592,.405,.402,.313,.000,.615,.082,143,,.000,,0,0
2 seasons,,ORL,NBA,,91,833,.470,3.3,1.000,.610,.317,.067,.006,.000,.470,.510,.481,.091,.000,,.610,.030,5,,,,0,0
1 season,,MEM,NBA,,1,3,,,,,,,,,,,,,,,,,0,,,,0,0
