Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,31,GSW,NBA,C,3,6,,,,48%,52%,33.3,32.1,0,0,0,0,,0,0,0,0,0,0
2007-08,32,ORL,NBA,C,3,11,,,,,100%,-99.0,-103.4,2,0,0,1,,0,0,0,0,0,0
2008-09,33,ORL,NBA,C,2,4,,,,,100%,-42.2,-45.0,0,0,1,0,,1,0,0,0,0,0
