Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,24,MIA,NBA,SF,10,58,,4%,96%,,,12.3,13.5,0,0,1,6,,0,0,5,0,0,1
2004-05,25,MIA,NBA,SF,12,182,,,91%,9%,,-12.3,-22.1,1,0,1,13,,1,0,14,2,1,2
2008-09,29,NOH,NBA,SF,5,158,,54%,45%,1%,,-24.5,7.1,2,2,2,6,,1,0,2,3,1,2
2010-11,31,CHI,NBA,SG,3,7,,100%,,,,9.1,4.5,0,0,0,0,0,0,0,0,0,0,0
2013-14,34,IND,NBA,SG,11,70,,36%,63%,1%,,-10.8,-10.7,0,1,0,3,0,0,0,2,1,0,0
2014-15,35,WAS,NBA,SF,2,7,,98%,2%,,,-13.8,-16.6,0,0,0,1,0,0,0,3,0,0,0
