Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,182,25,3271,445,1207,.369,162,529,.306,283,678,.417,.436,297,390,.762,85,270,355,460,110,49,243,201,1349
2 seasons,,MIN,NBA,,140,16,2504,312,872,.358,115,390,.295,197,482,.409,.424,176,240,.733,62,194,256,354,80,43,195,153,915
1 season,,PHI,NBA,,17,0,285,52,130,.400,17,57,.298,35,73,.479,.465,48,57,.842,8,14,22,46,14,1,18,21,169
1 season,,NYK,NBA,,16,9,423,73,181,.403,26,70,.371,47,111,.423,.475,64,82,.780,14,59,73,57,15,5,25,25,236
1 season,,HOU,NBA,,9,0,59,8,24,.333,4,12,.333,4,12,.333,.417,9,11,.818,1,3,4,3,1,0,5,2,29
