Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2012-13,24,BOS,NBA,SG,5,59,19%,63%,18%,,,-4.6,2.3,0,2,1,1,0,1,0,0,1,0,0
2013-14,25,GSW,NBA,SG,6,57,8%,90%,2%,,,-4.3,-0.7,2,2,1,5,0,1,0,4,8,2,0
