Player,Sim,1,2,3,4
Jordan Crawford,,2.8,1.9,1.1,-0.6
Gary Grant,87.7,3.0,1.7,1.3,-0.4
Bobby Jackson,85.5,3.1,2.2,1.2,-0.6
Howard Eisley,82.5,2.9,1.2,1.0,-0.5
C.J. Miles,82.5,2.9,1.9,0.3,-0.5
Hollis Thompson,81.7,2.6,2.0,1.2,
Louie Nelson,81.4,2.9,2.3,1.1,0.0
Tim Hardaway,81.1,3.1,1.9,0.8,
Jeff Judkins,79.5,3.0,1.8,0.7,0.2
Ralph Johnson,79.0,2.9,1.6,0.8,0.0
Johnny McCarthy,78.4,2.6,1.9,0.5,-0.1
