Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,711,488,19366,7.5,18.0,.418,2.8,7.4,.373,4.8,10.6,.450,3.1,4.0,.773,1.6,5.2,6.8,3.0,1.8,0.4,2.0,4.4,20.9,,107,108
7 seasons,,TOR,NBA,,542,364,16059,7.7,18.4,.421,2.6,7.1,.371,5.1,11.3,.452,3.4,4.3,.782,1.7,5.2,6.8,3.2,1.8,0.4,2.1,4.4,21.5,,107,108
3 seasons,,NOH,NBA,,165,124,3284,6.5,16.2,.404,3.4,8.8,.383,3.2,7.4,.429,1.8,2.6,.696,1.1,5.7,6.7,2.0,1.4,0.2,1.3,4.2,18.2,,107,109
1 season,,OKC,NBA,,4,0,23,4.5,11.3,.400,0.0,2.3,.000,4.5,9.0,.500,0.0,0.0,,0.0,6.8,6.8,2.3,0.0,0.0,0.0,11.3,9.0,,95,112
