Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2000-01,23,TOR,NBA,SG,80,49,1809,8.5,19.6,.431,1.8,4.8,.382,6.6,14.8,.447,3.0,4.2,.717,3.3,4.3,7.6,3.1,1.8,0.6,2.3,4.8,21.8,,105,105
2001-02,24,TOR,NBA,SF,63,56,1988,9.1,20.9,.438,2.3,6.3,.364,6.9,14.6,.469,3.5,4.6,.751,2.5,3.6,6.1,4.2,2.0,0.3,2.3,4.7,24.0,,109,106
2002-03,25,TOR,NBA,SF,82,80,2949,7.6,19.4,.392,2.1,6.2,.337,5.5,13.2,.418,3.5,4.5,.789,1.8,4.8,6.6,3.4,1.6,0.6,2.3,4.2,20.9,,101,109
2003-04,26,TOR,NBA,SF,82,29,2148,6.1,15.1,.405,3.2,8.8,.371,2.9,6.4,.453,2.0,2.4,.809,0.9,5.8,6.7,2.9,2.3,0.4,1.8,5.3,17.5,,105,101
2004-05,27,TOR,NBA,SG,82,61,2510,7.3,17.5,.420,2.7,6.9,.385,4.7,10.6,.442,3.9,4.7,.832,1.5,5.6,7.0,3.5,1.9,0.4,1.9,4.5,21.2,,110,109
2005-06,28,TOR,NBA,SG,82,77,3140,8.0,18.4,.436,3.0,7.5,.395,5.1,10.9,.465,4.0,4.9,.820,1.1,5.3,6.4,3.2,1.7,0.3,2.1,3.7,23.1,,112,113
2006-07,29,TOR,NBA,SF,71,12,1515,7.6,17.7,.429,3.6,10.1,.359,4.0,7.6,.523,2.9,4.2,.683,1.1,7.0,8.1,1.6,1.5,0.4,1.8,4.3,21.7,,106,106
2007-08,30,NOH,NBA,SG,76,76,1796,6.4,15.3,.417,3.4,8.5,.394,3.0,6.8,.445,1.9,2.5,.765,1.1,5.1,6.1,2.0,1.4,0.2,1.2,3.7,18.1,,112,108
2008-09,31,NOH,NBA,SG,43,9,515,7.7,19.4,.399,3.5,9.0,.388,4.2,10.4,.408,1.3,2.0,.632,1.4,7.5,8.9,1.7,1.6,0.2,1.6,5.4,20.3,,100,107
2009-10,32,NOH,NBA,SG,46,39,973,6.2,16.0,.385,3.3,9.1,.363,2.9,6.9,.415,1.8,2.9,.611,0.9,5.8,6.7,2.2,1.3,0.3,1.4,4.3,17.4,,102,112
2010-11,33,OKC,NBA,SG,4,0,23,4.5,11.3,.400,0.0,2.3,.000,4.5,9.0,.500,0.0,0.0,,0.0,6.8,6.8,2.3,0.0,0.0,0.0,11.3,9.0,,95,112
