Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,23,TOR,NBA,SG,80,1809,,33%,64%,2%,,+3.2,+1.1,35,18,25,71,,13,,225,64,16,49
2001-02,24,TOR,NBA,SF,63,1988,,26%,72%,1%,,-0.3,+0.4,38,29,19,82,,12,,329,76,20,37
2002-03,25,TOR,NBA,SF,82,2949,,19%,80%,1%,,-5.6,+4.1,62,26,40,108,,19,,408,108,29,52
2003-04,26,TOR,NBA,SF,82,2148,,11%,83%,6%,,-1.5,+3.9,37,17,15,84,,7,,259,42,9,17
2004-05,27,TOR,NBA,SG,82,2510,1%,92%,8%,,,-0.2,+3.6,41,21,31,97,,17,,396,95,24,37
2005-06,28,TOR,NBA,SG,82,3140,,82%,18%,,,-4.0,-2.4,44,37,45,94,,25,,419,125,28,21
2006-07,29,TOR,NBA,SF,71,1515,,30%,62%,7%,,-3.9,-8.2,12,20,21,57,,6,,106,60,19,8
2007-08,30,NOH,NBA,SG,76,1796,,93%,6%,2%,,+6.6,+1.0,10,7,24,65,,10,,156,37,8,14
2008-09,31,NOH,NBA,SG,43,515,,76%,23%,1%,,-0.8,-3.1,7,6,2,25,,0,,41,9,5,4
2009-10,32,NOH,NBA,SG,46,973,,64%,36%,,,-6.8,-5.1,10,5,12,46,,8,,89,23,5,9
2010-11,33,OKC,NBA,SG,4,23,,,81%,19%,,+13.3,+9.2,0,0,0,1,,0,,3,0,0,0
