Player,Sim,1,2,3,4
Mirza Teletovic,,3.8,2.7,0.9,0.5
Jason Caffey,93.6,3.9,2.7,0.5,0.4
Don Adams,93.2,3.6,2.9,0.9,0.7
Darren Daye,89.0,3.8,2.4,1.3,0.6
Malik Rose,88.3,3.4,2.6,1.1,0.4
Channing Frye,86.2,3.5,3.2,0.9,0.8
Jeff Foster,86.1,4.2,2.7,1.6,0.6
Chris Wilcox,85.6,4.4,2.6,1.3,0.6
Mike Sweetney,85.1,3.8,2.1,1.4,0.4
Sidney Green,84.9,3.4,2.5,0.6,0.3
Rod Higgins,84.6,3.8,2.0,1.0,0.1
