Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,23,NJN,NBA,PG,1,0,18:00,5,9,.556,2,3,.667,0,2,.000,0,0,4,0,0,3,2,12
2002-03,25,PHO,NBA,PG,1,0,15:00,1,3,.333,0,2,.000,2,2,1.000,0,1,6,0,0,2,0,4
