Weekly Awards
"Feb 21, 1999 Player of the Week"
"Nov 12, 2000 Player of the Week"
"Dec 2, 2001 Player of the Week"
"Dec 1, 2002 Player of the Week"
"Jan 12, 2003 Player of the Week"
"Jan 18, 2004 Player of the Week"
"Jan 2, 2005 Player of the Week"
