Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,23,LAL,NBA,SF,59,593,,,88%,12%,,-6.6,-12.2,13,9,12,35,,8,,41,23,3,19
2001-02,24,LAL,NBA,SF,82,1759,,,88%,11%,,+11.8,+7.8,39,12,15,88,,8,,250,39,11,29
2002-03,25,LAL,NBA,SF,71,1613,,,84%,16%,,+2.3,-0.2,26,20,19,79,,14,,209,29,6,28
2003-04,26,LAL,NBA,SF,82,1951,,,89%,11%,,+4.0,+0.1,40,31,17,82,,8,,243,33,6,25
2004-05,27,LAL,NBA,SF,15,306,,1%,40%,58%,,-13.6,-11.0,6,3,3,16,,2,,32,7,1,4
2005-06,28,LAL,NBA,SF,71,1542,,14%,82%,4%,,+2.5,0.0,21,17,16,72,,14,,155,29,4,18
2006-07,29,DAL,NBA,SF,60,1283,,1%,51%,48%,,+3.2,-7.2,20,15,16,64,,11,,75,23,7,14
2007-08,30,DAL,NBA,SF,53,821,,1%,81%,18%,,+0.5,-5.8,7,11,6,45,,4,,83,13,2,16
2008-09,31,DAL,NBA,SF,43,708,,,86%,13%,1%,-5.3,-9.4,2,6,9,25,,2,,34,10,2,8
2009-10,32,GSW,NBA,SF,45,761,,,54%,41%,4%,+0.5,+5.2,8,5,2,47,,1,,82,8,1,0
