Assist Pct
2006-07 NBA 39.7 (7th)
2007-08 NBA 42.3 (5th)
2008-09 NBA 41.0 (4th)
2010-11 NBA 43.0 (5th)
2011-12 NBA 44.2 (4th)
2012-13 NBA 39.8 (5th)
Active 35.0 (6th)
Career NBA 35.0 (22nd)
Career 35.0 (22nd)
