Offensive Rating
2007-08 NBA 126.9 (2nd)
2008-09 NBA 123.1 (3rd)
2012-13 NBA 124.0 (4th)
2013-14 NBA 120.1 (7th)
Active 117.4 (4th)
Career NBA 117.4 (18th)
Career 117.4 (18th)
