Season,Team,Lg,Salary
2010-11,Utah Jazz,NBA,"$4,133,280"
2011-12,Utah Jazz,NBA,"$4,443,360"
2012-13,Utah Jazz,NBA,"$4,753,320"
2013-14,Utah Jazz,NBA,"$6,008,196"
2014-15,Utah Jazz,NBA,"$12,833,333"
2015-16,Utah Jazz,NBA,"$11,933,333"
