Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,21,DET,NBA,PG,34,455,.302,15.4,.615,.219,.154,.112,.130,.385,.375,.459,.269,.316,.409,.185,.128,.006,1,.167,.062,.250,2,0
2015-16,22,DET,NBA,PG,12,159,.352,9.9,.815,.333,.185,.148,.130,.185,.409,.611,.100,.375,.429,.100,.111,.019,1,.000,.000,,0,0
2016-17,23,BRK,NBA,PG,26,544,.432,11.9,.760,.304,.216,.128,.120,.240,.463,.553,.370,.313,.600,.333,.227,.016,2,.600,.167,.400,0,0
