Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1992-93,24,ATL,NBA,SG,3,93,11.9,.496,.000,.387,3.4,6.5,4.8,9.1,2.3,0.0,9.9,18.9,,0.0,-0.1,0.0,-0.007,,-4.7,1.5,-3.2,0.0
1993-94,25,ATL,NBA,SG,11,324,13.4,.563,.000,.427,4.4,5.7,5.1,14.8,1.2,0.5,12.4,17.1,,0.5,0.2,0.8,.112,,0.5,-0.1,0.4,0.2
1994-95,26,ATL,NBA,SG,3,52,16.7,.545,.000,.857,6.2,9.2,7.6,19.1,3.2,0.0,9.4,19.2,,0.1,0.0,0.1,.129,,-0.9,2.0,1.1,0.0
1995-96,27,ATL,NBA,SF,10,314,14.3,.575,.014,.556,3.4,10.9,7.1,14.8,2.0,1.5,15.9,16.4,,0.5,0.1,0.5,.083,,-2.6,2.0,-0.6,0.1
1996-97,28,POR,NBA,SG,4,35,5.3,.451,.000,.667,3.5,0.0,1.8,13.7,1.6,0.0,11.4,12.0,,0.0,0.0,0.0,.015,,-4.9,0.3,-4.6,0.0
1997-98,29,POR,NBA,SG,4,28,8.2,.512,.000,.500,4.1,9.1,6.5,5.3,3.8,3.0,29.1,10.9,,0.0,0.0,0.0,-0.025,,-5.7,6.1,0.3,0.0
1998-99,30,POR,NBA,SF,13,176,12.2,.487,.036,.643,7.2,16.0,11.7,5.1,2.6,1.4,7.7,11.0,,0.2,0.2,0.4,.116,,-1.9,3.4,1.4,0.2
1999-00,31,POR,NBA,SG,7,34,-0.2,.349,.000,.167,0.0,7.4,3.7,0.0,0.0,0.0,0.0,18.5,,-0.1,0.0,-0.1,-0.071,,-8.4,-3.8,-12.1,-0.1
2000-01,32,POR,NBA,SG,2,28,14.2,.460,.000,.200,3.9,12.1,7.9,27.3,1.9,0.0,8.4,19.8,,0.0,0.0,0.0,.035,,-3.5,1.6,-1.9,0.0
2001-02,33,CHH,NBA,SG,9,152,11.7,.478,.000,.512,5.1,15.0,10.0,14.5,3.5,0.5,19.3,18.3,,0.0,0.2,0.2,.054,,-3.0,1.9,-1.1,0.0
2002-03,34,NOH,NBA,SG,4,69,7.7,.459,.000,.533,1.8,16.0,8.9,6.9,2.4,0.0,13.9,14.5,,0.0,0.1,0.0,.030,,-5.3,2.0,-3.3,0.0
2003-04,35,NOH,NBA,SF,7,168,8.2,.465,.021,.375,2.6,10.2,6.4,8.3,2.0,0.5,18.9,19.2,,-0.1,0.2,0.1,.025,,-4.4,0.3,-4.1,-0.1
