Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,24,ATL,NBA,SG,3,3,93,14,31,.452,0,0,,14,31,.452,.452,8,12,.667,3,5,8,5,4,0,4,7,36
1993-94,25,ATL,NBA,SG,11,11,324,46,89,.517,0,0,,46,89,.517,.517,27,38,.711,13,16,29,28,7,2,15,26,119
1994-95,26,ATL,NBA,SG,3,1,52,6,14,.429,0,0,,6,14,.429,.429,9,12,.750,3,4,7,5,3,0,2,8,21
1995-96,27,ATL,NBA,SF,10,10,314,35,72,.486,0,1,.000,35,71,.493,.486,33,40,.825,9,27,36,27,11,6,17,26,103
1996-97,28,POR,NBA,SG,4,0,35,2,6,.333,0,0,,2,6,.333,.333,3,4,.750,1,0,1,3,1,0,1,6,7
1997-98,29,POR,NBA,SG,4,0,28,2,4,.500,0,0,,2,4,.500,.500,1,2,.500,1,2,3,1,2,1,2,2,5
1998-99,30,POR,NBA,SF,13,0,176,10,28,.357,0,1,.000,10,27,.370,.357,15,18,.833,10,23,33,5,8,3,3,15,35
1999-00,31,POR,NBA,SG,7,0,34,4,12,.333,0,0,,4,12,.333,.333,1,2,.500,0,2,2,0,0,0,0,6,9
2000-01,32,POR,NBA,SG,2,0,28,4,10,.400,0,0,,4,10,.400,.400,2,2,1.000,1,3,4,4,1,0,1,3,10
2001-02,33,CHH,NBA,SG,9,0,152,16,41,.390,0,0,,16,41,.390,.390,16,21,.762,7,20,27,13,10,1,12,21,48
2002-03,34,NOH,NBA,SG,4,0,69,5,15,.333,0,0,,5,15,.333,.333,7,8,.875,1,9,10,3,3,0,3,8,17
2003-04,35,NOH,NBA,SF,7,0,168,18,48,.375,0,1,.000,18,47,.383,.375,16,18,.889,4,15,19,7,6,1,13,13,52
