Player,Sim,1,2,3,4
Andre Barrett,,0.4,0.0,0.0,-0.1
DeAndre Liggins,48.8,0.6,0.0,0.0,
Cliff Anderson,41.0,0.4,0.1,0.0,-0.2
Paul McCracken,40.8,0.5,0.0,0.0,
Derrick Dial,39.0,0.4,0.1,0.1,0.1
Clay Johnson,38.5,0.6,0.1,0.0,
Julyan Stone,37.5,0.4,0.2,0.1,
Malcolm Lee,36.2,0.4,0.1,0.0,
Bob Duffy,35.6,0.3,0.1,0.1,
Michael Phelps,32.5,0.3,0.1,-0.1,
Manny Harris,29.5,0.3,0.0,0.0,
