Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,21,ORL,NBA,C,3,3,126,6.6,12.9,.511,0.0,0.0,,6.6,12.9,.511,4.6,9.7,.471,4.9,6.6,11.4,2.0,0.6,2.6,2.9,3.7,17.7
1994-95,22,ORL,NBA,C,21,21,805,8.7,15.1,.577,0.0,0.0,,8.7,15.1,.577,6.7,11.7,.571,4.2,6.9,11.2,3.1,0.8,1.8,3.3,3.8,24.1
1995-96,23,ORL,NBA,C,12,12,459,10.3,16.9,.606,0.0,0.0,,10.3,16.9,.606,3.8,9.6,.393,3.8,5.6,9.4,4.3,0.7,1.2,3.5,3.1,24.3
1996-97,24,LAL,NBA,C,9,9,326,9.8,19.1,.514,0.0,0.0,,9.8,19.1,.514,7.1,11.6,.610,4.2,6.3,10.5,3.2,0.6,1.9,2.4,4.1,26.7
1997-98,25,LAL,NBA,C,13,13,501,11.4,18.5,.612,0.0,0.0,,11.4,18.5,.612,5.7,11.4,.503,3.4,6.0,9.5,2.7,0.5,2.4,3.1,2.9,28.5
1998-99,26,LAL,NBA,C,8,8,315,9.0,17.7,.510,0.0,0.0,,9.0,17.7,.510,6.3,13.5,.466,5.0,5.6,10.6,2.1,0.8,2.6,2.1,3.3,24.3
1999-00,27,LAL,NBA,C,23,23,1000,10.3,18.2,.566,0.0,0.0,,10.3,18.2,.566,4.9,10.7,.456,4.3,8.5,12.8,2.6,0.5,2.0,2.0,2.4,25.5
2000-01,28,LAL,NBA,C,16,16,676,10.2,18.3,.555,0.0,0.0,,10.2,18.3,.555,5.6,10.7,.525,4.8,8.3,13.2,2.7,0.4,2.0,3.0,2.9,25.9
2001-02,29,LAL,NBA,C,19,19,776,9.4,17.8,.529,0.0,0.0,,9.4,17.8,.529,6.3,9.6,.649,3.1,8.0,11.1,2.5,0.5,2.2,2.9,2.9,25.1
2002-03,30,LAL,NBA,C,12,12,481,9.1,16.9,.535,0.0,0.0,,9.1,16.9,.535,6.1,9.9,.621,4.7,8.6,13.3,3.3,0.5,2.5,2.6,2.5,24.2
2003-04,31,LAL,NBA,C,22,22,917,7.1,12.1,.593,0.0,0.0,,7.1,12.1,.593,4.3,10.0,.429,3.6,7.9,11.4,2.2,0.3,2.4,2.2,3.5,18.6
2004-05,32,MIA,NBA,C,13,13,431,8.4,15.1,.558,0.0,0.0,,8.4,15.1,.558,4.2,8.9,.472,1.6,6.9,8.5,2.1,0.4,1.6,3.5,4.3,21.0
2005-06,33,MIA,NBA,C,23,23,759,8.4,13.8,.612,0.0,0.0,,8.4,13.8,.612,3.2,8.6,.374,3.6,7.1,10.7,1.8,0.5,1.6,4.0,4.0,20.1
2006-07,34,MIA,NBA,C,4,4,121,9.8,17.6,.559,0.0,0.0,,9.8,17.6,.559,2.7,8.0,.333,4.8,5.4,10.1,1.5,0.3,1.8,4.2,4.5,22.3
2007-08,35,PHO,NBA,C,5,5,150,5.3,12.0,.440,0.0,0.0,,5.3,12.0,.440,7.7,15.4,.500,3.1,7.9,11.0,1.2,1.2,3.1,2.2,5.0,18.2
2009-10,37,CLE,NBA,C,11,11,243,7.1,13.8,.516,0.0,0.0,,7.1,13.8,.516,4.6,7.0,.660,3.1,5.9,9.0,2.2,0.3,1.9,3.6,6.1,18.8
2010-11,38,BOS,NBA,C,2,0,12,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,0.0,6.0,.000,0.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,6.0
