Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,28,LAL,NBA,C,16,676,,,,,100%,13.8,-0.3,15,11,31,27,,15,0,119,93,20,20
2001-02,29,LAL,NBA,C,19,776,,,,,100%,7.5,22.9,15,18,29,30,,12,0,133,88,23,19
2002-03,30,LAL,NBA,C,12,481,,,,,100%,2.0,11.8,3,11,21,18,,9,0,98,60,15,6
2003-04,31,LAL,NBA,C,22,917,,,,,100%,4.8,25.3,14,10,31,54,,11,0,126,103,32,11
2004-05,32,MIA,NBA,C,13,431,,,,,100%,5.1,1.3,7,11,24,24,,15,0,62,47,9,4
2005-06,33,MIA,NBA,C,23,759,,,,,100%,1.7,-8.6,19,17,49,42,,19,0,98,76,23,8
2006-07,34,MIA,NBA,C,4,121,,,,,100%,-19.6,-20.2,3,3,8,7,,6,0,13,12,3,3
2007-08,35,PHO,NBA,C,5,150,,,,,100%,5.6,20.8,1,3,5,10,,4,0,10,14,2,8
2009-10,37,CLE,NBA,C,11,243,,,,,100%,-2.8,-8.3,6,3,15,23,,10,0,34,24,5,4
2010-11,38,BOS,NBA,C,2,12,,,,,100%,0.0,-1.3,0,0,0,4,0,0,0,2,1,0,0
