Player Efficiency Rating
1992-93 NBA 22.9 (7th)
1993-94 NBA 28.5 (2nd)
1994-95 NBA 28.6 (2nd)
1995-96 NBA 26.4 (3rd)
1996-97 NBA 27.1 (3rd)
1997-98 NBA 28.8 (1st)
1998-99 NBA 30.6 (1st)
1999-00 NBA 30.6 (1st)
2000-01 NBA 30.2 (1st)
2001-02 NBA 29.7 (1st)
2002-03 NBA 29.5 (2nd)
2003-04 NBA 24.4 (4th)
2004-05 NBA 27.0 (3rd)
2005-06 NBA 24.4 (9th)
Career NBA 26.4 (3rd)
Career 26.4 (3rd)
