2-Pt Field Goal Attempts
1992-93 NBA 1302 (9th)
1993-94 NBA 1589 (3rd)
1994-95 NBA 1589 (1st)
1998-99 NBA 884 (2nd)
1999-00 NBA 1664 (1st)
2000-01 NBA 1420 (6th)
2001-02 NBA 1228 (10th)
Career NBA 19435 (14th)
Career 19435 (19th)
