Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
Career,,,90,2741,786,1289,,,369,642,,1217,152,108,412,295,287,1941,.610,,.575,30.5,21.6,13.5,1.7
