Total Rebounds
1992-93 NBA 1122 (2nd)
1993-94 NBA 1072 (2nd)
1994-95 NBA 901 (2nd)
1998-99 NBA 525 (6th)
1999-00 NBA 1078 (2nd)
2000-01 NBA 940 (4th)
2002-03 NBA 742 (9th)
2004-05 NBA 760 (9th)
Career NBA 13099 (14th)
Career 13099 (15th)
