Value Over Replacement Player
1993-94 NBA 7.1 (4th)
1994-95 NBA 5.4 (7th)
1998-99 NBA 3.6 (6th)
1999-00 NBA 9.3 (1st)
2000-01 NBA 6.8 (2nd)
2001-02 NBA 5.5 (8th)
2002-03 NBA 5.3 (9th)
Career NBA 74.0 (14th)
Career 74.0 (15th)
