Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1993-94,21,ORL,NBA,C,3,3,126,9.9,19.5,.511,0.0,0.0,,9.9,19.5,.511,6.9,14.7,.471,7.4,9.9,17.3,3.0,0.9,3.9,4.3,5.6,26.8,,105,106
1994-95,22,ORL,NBA,C,21,21,805,13.0,22.6,.577,0.0,0.0,,13.0,22.6,.577,9.9,17.4,.571,6.3,10.3,16.7,4.7,1.2,2.7,4.9,5.6,36.0,,116,109
1995-96,23,ORL,NBA,C,12,12,459,16.0,26.3,.606,0.0,0.0,,16.0,26.3,.606,5.9,14.9,.393,6.0,8.7,14.6,6.7,1.1,1.8,5.4,4.9,37.8,,112,111
1996-97,24,LAL,NBA,C,9,9,326,15.2,29.5,.514,0.0,0.0,,15.2,29.5,.514,10.9,17.9,.610,6.5,9.7,16.2,4.9,0.9,2.9,3.7,6.3,41.2,,114,105
1997-98,25,LAL,NBA,C,13,13,501,17.1,27.9,.612,0.0,0.0,,17.1,27.9,.612,8.7,17.2,.503,5.2,9.1,14.3,4.1,0.8,3.7,4.7,4.4,42.9,,115,110
1998-99,26,LAL,NBA,C,8,8,315,13.2,26.0,.510,0.0,0.0,,13.2,26.0,.510,9.2,19.8,.466,7.4,8.2,15.6,3.0,1.2,3.9,3.0,4.9,35.7,,107,104
1999-00,27,LAL,NBA,C,23,23,1000,15.2,26.9,.566,0.0,0.0,,15.2,26.9,.566,7.2,15.7,.456,6.3,12.6,18.9,3.8,0.7,2.9,3.0,3.6,37.6,,114,104
2000-01,28,LAL,NBA,C,16,16,676,14.7,26.5,.555,0.0,0.0,,14.7,26.5,.555,8.1,15.4,.525,7.0,12.0,19.1,3.9,0.5,2.9,4.4,4.2,37.6,,113,96
2001-02,29,LAL,NBA,C,19,19,776,13.7,26.0,.529,0.0,0.0,,13.7,26.0,.529,9.1,14.1,.649,4.5,11.6,16.2,3.7,0.7,3.2,4.2,4.2,36.6,,112,99
2002-03,30,LAL,NBA,C,12,12,481,13.0,24.3,.535,0.0,0.0,,13.0,24.3,.535,8.8,14.2,.621,6.8,12.4,19.1,4.7,0.8,3.7,3.8,3.7,34.9,,116,103
2003-04,31,LAL,NBA,C,22,22,917,11.0,18.6,.593,0.0,0.0,,11.0,18.6,.593,6.6,15.4,.429,5.5,12.1,17.6,3.3,0.4,3.7,3.3,5.4,28.6,,108,96
2004-05,32,MIA,NBA,C,13,13,431,12.5,22.4,.558,0.0,0.0,,12.5,22.4,.558,6.2,13.1,.472,2.3,10.2,12.6,3.1,0.6,2.3,5.2,6.4,31.1,,99,101
2005-06,33,MIA,NBA,C,23,23,759,12.5,20.4,.612,0.0,0.0,,12.5,20.4,.612,4.8,12.8,.374,5.3,10.5,15.8,2.7,0.8,2.4,6.0,5.9,29.7,,100,100
2006-07,34,MIA,NBA,C,4,4,121,14.3,25.5,.559,0.0,0.0,,14.3,25.5,.559,3.9,11.7,.333,6.9,7.8,14.7,2.2,0.4,2.6,6.1,6.5,32.5,,94,109
2007-08,35,PHO,NBA,C,5,5,150,7.6,17.3,.440,0.0,0.0,,7.6,17.3,.440,11.1,22.1,.500,4.5,11.4,15.9,1.7,1.7,4.5,3.1,7.3,26.3,,99,99
2009-10,37,CLE,NBA,C,11,11,243,10.2,19.8,.516,0.0,0.0,,10.2,19.8,.516,6.6,10.0,.660,4.5,8.5,13.0,3.2,0.4,2.8,5.1,8.7,27.1,,102,106
2010-11,38,BOS,NBA,C,2,0,12,4.5,9.0,.500,0.0,0.0,,4.5,9.0,.500,0.0,9.0,.000,0.0,0.0,0.0,4.5,4.5,0.0,0.0,18.0,9.0,,83,103
