Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,816,18680,.528,4.0,.999,.561,.318,.098,.022,.001,.528,.691,.329,.297,.284,.000,.553,.207,799,,.000,,0,0
9 seasons,,WAS,NBA,,579,14181,.531,3.9,1.000,.561,.317,.098,.024,.000,.531,.696,.329,.294,.270,.000,.525,.210,640,,.000,,0,0
3 seasons,,DAL,NBA,,154,3218,.550,3.4,.997,.661,.260,.061,.015,.003,.552,.678,.310,.297,.222,.000,.674,.247,143,,.000,,0,0
1 season,,CHA,NBA,,61,1162,.431,6.0,.995,.333,.458,.185,.019,.005,.433,.611,.354,.300,.500,.000,.570,.065,14,,.000,,0,0
1 season,,CLE,NBA,,22,119,.467,6.7,1.000,.167,.667,.133,.033,.000,.467,.800,.350,.500,1.000,,.786,.067,2,,,,0,0
