Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,22,WAS,NBA,C,62,1266,,,,,100%,-1.4,0.0,9,13,28,69,,16,,63,67,11,29
2002-03,23,WAS,NBA,C,81,1930,,,,,100%,+0.6,+3.3,5,21,39,122,,18,,63,112,24,38
2003-04,24,WAS,NBA,C,77,1484,,,,,100%,-2.4,+5.6,15,31,34,80,,13,,97,113,24,24
2004-05,25,WAS,NBA,C,68,1865,,,,,100%,+6.1,+12.2,10,26,60,110,,25,,131,122,32,47
2005-06,26,WAS,NBA,C,79,1879,,,,,100%,+2.5,+1.0,9,34,54,139,,21,,108,93,19,29
2006-07,27,WAS,NBA,C,77,1740,,,,,100%,+2.0,+5.0,8,33,49,118,,16,,101,101,27,33
2007-08,28,WAS,NBA,C,80,2228,,,,,100%,+2.1,+5.8,9,44,55,120,,21,,168,147,33,64
2008-09,29,WAS,NBA,C,6,175,,,,,100%,-7.0,+1.3,2,4,3,10,,0,,17,10,3,6
2009-10,30,TOT,NBA,C,77,2355,,,,,100%,+1.2,+3.5,9,31,59,0,,0,,96,0,36,62
2009-10,30,WAS,NBA,C,49,1614,,,,,100%,-1.8,+6.2,6,17,44,72,,13,,40,80,24,40
2009-10,30,DAL,NBA,C,28,741,,,,,100%,+7.7,+5.9,3,14,15,32,,7,,56,42,12,22
2010-11,31,DAL,NBA,C,72,1331,,,,,100%,-0.1,-7.4,3,14,34,88,,10,,47,82,29,28
2011-12,32,DAL,NBA,C,54,1146,,,,,100%,+3.0,+2.8,9,20,17,66,,6,,44,45,8,20
2012-13,33,CHA,NBA,C,61,1162,,,,24%,76%,-8.1,+2.8,8,12,30,69,,12,0,64,28,8,19
2014-15,35,CLE,NBA,C,22,119,,,,1%,99%,-21.8,-27.2,3,3,4,10,0,1,0,6,7,3,3
