Season,Team,Lg,Salary
2012-13,Detroit Pistons,NBA,"$1,000,000"
2013-14,Detroit Pistons,NBA,"$1,045,000"
2014-15,Oklahoma City Thunder,NBA,"$1,090,000"
2015-16,Oklahoma City Thunder,NBA,"$5,000,000"
