Player,Sim,1,2,3,4,5,6,7,8,9,10
Walter McCarty,,4.1,2.9,2.9,1.8,1.1,0.7,0.5,0.0,0.0,-0.2
George Johnson,87.8,3.8,3.2,2.5,2.2,1.0,0.7,0.6,0.0,,
Mike Sanders,84.9,3.9,3.1,2.7,1.8,1.2,1.0,0.8,0.8,0.6,0.1
James Johnson,84.7,4.1,3.0,2.6,1.3,0.8,0.6,-0.5,,,
Chase Budinger,84.7,3.4,3.1,3.0,1.4,1.3,0.9,0.7,,,
Jason Caffey,84.6,3.9,3.5,2.7,1.6,0.6,0.5,0.4,0.3,,
Danny Vranes,83.7,4.2,3.4,2.4,2.1,1.8,0.8,0.6,,,
Toby Kimball,83.6,3.4,3.2,2.5,2.0,1.2,1.2,0.4,0.2,0.0,
Don Ford,82.9,3.5,2.8,2.5,2.0,1.5,0.6,-0.1,,,
Al-Farouq Aminu,82.0,4.0,3.3,3.1,3.1,1.4,0.7,,,,
Luke Walton,82.0,3.8,3.2,2.0,2.0,1.6,0.8,0.5,0.3,-0.2,-0.4
