Player,Sim,1,2,3
Morris Almond,,0.1,0.0,-0.1
Ira Bowman,-24.5,0.1,0.1,0.0
Awvee Storey,-49.7,0.2,0.1,0.0
Gerald Madkins,-57.2,0.3,0.1,0.0
Jay Arnette,-58.5,0.1,0.1,-0.1
Michael Phelps,-59.8,0.3,0.1,-0.1
Mike Price,-63.2,0.2,0.2,0.1
Archie Goodwin,-67.0,0.2,0.2,0.1
Malcolm Lee,-67.7,0.4,0.1,0.0
Russ Lee,-68.4,0.3,0.2,0.0
Manny Harris,-70.3,0.3,0.0,0.0
