Player,Sim,1,2,3
Morris Almond,,0.1,0.0,-0.1
Roger Mason,16.7,0.1,0.1,-0.1
Ira Bowman,-24.5,0.1,0.1,0.0
Michael Hawkins,-41.3,0.2,0.0,0.0
Jamison Brewer,-48.2,0.2,0.0,0.0
Jimmy Oliver,-49.1,0.2,0.2,-0.1
Awvee Storey,-49.7,0.2,0.1,0.0
Rusty LaRue,-54.6,0.3,0.1,-0.1
Jannero Pargo,-56.8,0.2,0.1,0.1
Gerald Madkins,-57.2,0.3,0.1,0.0
Randy Livingston,-57.4,0.3,0.1,0.0
