Season,Team,Lg,Salary
2012-13,Detroit Pistons,NBA,"$2,356,320"
2013-14,Detroit Pistons,NBA,"$2,462,400"
2014-15,Detroit Pistons,NBA,"$2,568,360"
2015-16,Detroit Pistons,NBA,"$3,272,091"
