Player,Sim,1,2,3,4
Bradley Beal,,4.0,3.7,3.0,2.7
John Williamson,94.9,4.2,3.9,3.3,2.8
Trent Tucker,94.0,4.0,4.0,3.3,3.0
Kelvin Ransey,93.8,3.8,3.7,2.8,2.2
Marcus Thornton,92.4,4.0,3.8,3.5,3.2
Courtney Lee,92.1,4.4,3.2,3.1,2.7
Billy McKinney,91.3,3.4,3.3,3.0,2.7
Daniel Gibson,91.1,4.1,3.8,2.6,2.0
Mike Gale,90.2,4.7,3.9,3.4,2.6
Jalen Rose,90.1,3.8,3.3,2.9,2.1
Jim McElroy,89.4,4.9,3.5,2.9,2.6
