Season,Team,Lg,Salary
2012-13,Washington Wizards,NBA,"$4,133,280"
2013-14,Washington Wizards,NBA,"$4,319,280"
2014-15,Washington Wizards,NBA,"$4,505,280"
2015-16,Washington Wizards,NBA,"$5,694,674"
