3-Pt Field Goal Attempts
2009-10 NBA 407 (10th)
2014-15 NBA 555 (3rd)
2015-16 NBA 499 (9th)
2016-17 NBA 382 (5th)
Career NBA 3086 (66th)
Career 3086 (66th)
