Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,19,NYK,NBA,SF,80,1382,.442,8.5,.967,.481,.116,.057,.314,.033,.449,.578,.222,.227,.377,.231,.621,.149,56,1.000,.692,.333,1,0
2005-06,20,TOT,NBA,SF,57,999,.412,6.0,.978,.606,.106,.080,.186,.022,.416,.540,.250,.222,.190,.200,.511,.133,26,.000,.600,.000,1,0
2005-06,20,NYK,NBA,SF,36,709,.418,6.5,.979,.575,.110,.082,.212,.021,.420,.548,.188,.333,.226,.333,.550,.151,20,.000,.333,.000,1,0
2005-06,20,ORL,NBA,SF,21,290,.400,5.1,.975,.663,.100,.075,.138,.025,.410,.528,.375,.000,.091,.000,.438,.100,6,,1.000,.000,0,0
2006-07,21,ORL,NBA,SG,57,1278,.539,6.3,.981,.633,.073,.046,.229,.019,.549,.677,.222,.176,.376,.000,.585,.124,46,,.286,.000,1,0
2007-08,22,TOT,NBA,SF,35,546,.507,7.9,.868,.544,.059,.103,.162,.132,.542,.703,.375,.214,.273,.278,.734,.154,21,1.000,.778,.357,0,0
2007-08,22,ORL,NBA,SF,11,115,.452,7.6,.903,.548,.032,.161,.161,.097,.500,.647,.000,.000,.600,.000,.786,.129,4,,1.000,.000,0,0
2007-08,22,LAL,NBA,SF,24,431,.524,8.0,.857,.543,.067,.086,.162,.143,.556,.719,.429,.333,.176,.333,.720,.162,17,1.000,.733,.455,0,0
2008-09,23,LAL,NBA,SF,82,1999,.460,12.3,.680,.435,.050,.037,.158,.320,.526,.625,.400,.182,.372,.319,.549,.122,67,.934,.429,.280,5,0
2009-10,24,HOU,NBA,SF,72,2629,.394,14.3,.593,.329,.055,.062,.146,.407,.436,.571,.218,.194,.315,.334,.457,.074,68,.846,.216,.375,2,0
2010-11,25,NOH,NBA,SF,75,2600,.398,13.5,.644,.286,.165,.064,.129,.356,.450,.674,.246,.204,.337,.303,.557,.064,47,.963,.384,.337,2,0
2011-12,26,NOH,NBA,SF,41,1350,.417,11.7,.784,.340,.156,.062,.226,.216,.440,.591,.317,.240,.352,.333,.554,.045,18,.966,.448,.410,1,0
2012-13,27,WAS,NBA,SF,56,1471,.417,15.9,.537,.273,.058,.053,.153,.463,.463,.593,.192,.208,.420,.364,.634,.038,17,.961,.407,.471,0,0
2013-14,28,WAS,NBA,SF,77,2723,.456,16.6,.482,.254,.070,.033,.124,.518,.509,.650,.300,.214,.415,.407,.589,.050,42,.956,.396,.446,4,1
2014-15,29,HOU,NBA,SF,82,2930,.402,17.6,.390,.225,.047,.035,.081,.610,.485,.615,.349,.188,.338,.350,.581,.056,47,.933,.377,.421,0,0
2015-16,30,HOU,NBA,SF,81,2859,.416,16.2,.419,.255,.054,.035,.077,.581,.478,.594,.283,.267,.318,.371,.599,.068,55,.914,.415,.430,1,0
2016-17,31,HOU,NBA,SF,53,1826,.411,18.9,.295,.191,.056,.015,.032,.705,.541,.647,.367,.375,.294,.356,.600,.043,21,.963,.346,.431,1,0
