Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,26,DET,NBA,PG,81,2363,100%,,,,,-1.9,-0.3,94,39,16,44,,8,,711,36,8,29
2001-02,27,DET,NBA,PG,79,2285,100%,,,,,+1.0,-4.0,77,28,23,67,,10,,587,39,12,43
2002-03,28,DET,NBA,PG,65,1398,100%,,,,,+4.9,+1.1,47,15,15,28,,8,,395,16,3,20
2003-04,29,TOT,NBA,PG,64,1544,100%,,,,,+2.0,-0.6,63,21,8,0,,0,,482,0,5,19
2003-04,29,DET,NBA,PG,40,751,100%,,,,,+1.9,-5.7,33,10,5,19,,3,,200,10,1,4
2003-04,29,BOS,NBA,PG,24,793,100%,,,,,+2.1,+4.3,30,11,3,9,,3,,282,12,4,15
2004-05,30,LAL,NBA,PG,82,2903,100%,,,,,-3.1,+1.8,98,27,26,47,,22,,804,52,9,33
2005-06,31,TOT,NBA,PG-SG,71,1713,80%,20%,,,,+0.8,-3.1,49,26,12,0,,0,,450,0,3,20
2005-06,31,WAS,NBA,SG,28,552,38%,62%,,,,-6.4,-9.7,18,8,4,14,,4,,152,5,0,3
2005-06,31,MEM,NBA,PG,43,1161,100%,,,,,+4.3,-0.2,31,18,8,30,,4,,298,29,3,17
2006-07,32,MEM,NBA,PG,75,2064,100%,,,,,-3.5,+4.4,76,22,29,44,,18,,762,84,14,33
2007-08,33,DEN,NBA,SG,24,352,89%,8%,3%,,,-3.6,-7.8,9,0,1,10,,1,,104,4,1,3
2008-09,34,TOT,NBA,PG,33,412,100%,,,,,-6.9,-5.6,16,4,3,0,,0,,132,0,0,4
2008-09,34,DEN,NBA,PG,14,115,100%,,,,,+4.1,+0.5,8,1,1,1,,0,,65,0,0,0
2008-09,34,OKC,NBA,PG,19,297,100%,,,,,-11.3,-4.9,8,3,2,7,,1,,67,3,0,4
2009-10,35,DET,NBA,PG,40,644,100%,,,,,-5.4,+0.6,18,5,9,18,,8,,196,6,1,5
