Player,Sim,1,2,3,4,5,6
Andrew Nicholson,,1.7,1.6,0.6,0.1,,
Jan Vesely,95.3,1.7,1.6,0.7,,,
Thomas Robinson,92.6,1.6,1.5,0.6,-0.1,,
Charles Pittman,90.8,1.7,1.5,0.9,0.1,,
Donnell Harvey,82.3,2.0,1.8,0.7,0.2,0.1,
Mike Muscala,81.9,1.9,1.6,0.2,,,
Sam Pellom,80.7,2.2,1.8,0.7,0.0,,
Hank Whitney,80.2,1.8,1.1,0.5,,,
Joel Freeland,79.4,1.6,1.4,0.2,,,
Dominic McGuire,79.0,1.7,1.5,0.9,0.3,0.0,-0.2
Kenny Battle,78.9,1.9,1.3,0.3,0.1,,
