Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,19,CHI,NBA,SF,61,1663,,,81%,18%,1%,+4.4,+5.5,55,39,24,43,,9,,303,68,22,48
2005-06,20,CHI,NBA,SF,78,2604,,,90%,9%,1%,+2.6,+4.8,36,39,30,63,,14,,355,113,21,70
2006-07,21,CHI,NBA,SF,82,3071,,,80%,19%,1%,+6.8,+6.4,46,54,53,73,,28,,483,160,45,93
2007-08,22,CHI,NBA,SF,63,2128,,,58%,41%,1%,-3.8,-1.5,47,41,32,52,,13,,348,123,28,64
2008-09,23,CHI,NBA,SF,49,1665,,,74%,23%,2%,-1.0,-1.4,23,26,23,32,,10,,217,83,11,30
2009-10,24,CHI,NBA,SF,70,2651,,1%,85%,14%,,+1.1,+8.0,37,47,50,65,,16,,316,147,35,61
2010-11,25,CHI,NBA,SF,82,3208,,,87%,13%,,+8.7,+2.5,50,44,62,68,,28,,517,140,35,76
2011-12,26,CHI,NBA,SF,54,2129,,,95%,5%,,+9.5,-0.4,49,32,15,37,,11,,346,65,17,45
2012-13,27,CHI,NBA,SF,75,2903,,,81%,19%,,+0.2,-1.9,69,54,21,48,,13,6,489,117,29,73
2013-14,28,TOT,NBA,SF,63,2213,,16%,80%,4%,,0.0,+1.1,51,34,28,0,0,0,0,410,0,25,62
2013-14,28,CHI,NBA,SF,23,860,,42%,58%,,,+3.0,+1.1,28,11,19,25,0,8,2,186,48,11,15
2013-14,28,CLE,NBA,SF,40,1353,,,94%,6%,,-1.8,+2.6,23,23,9,28,1,2,8,224,63,14,47
2014-15,29,MIA,NBA,SF,72,2421,,1%,74%,25%,,-0.2,+6.6,55,37,16,54,2,4,2,321,99,13,43
2015-16,30,MIA,NBA,PF,74,2394,,,27%,73%,,+0.9,-3.0,25,32,23,54,7,9,4,328,83,19,31
2016-17,31,LAL,NBA,SF,48,1317,,,63%,37%,,-5.9,+1.4,3,27,9,19,1,5,6,167,27,7,21
