Season,Team,Lg,Salary
2010-11,Golden State Warriors,NBA,"$473,604"
2011-12,New York Knicks,NBA,"$762,195"
2012-13,Houston Rockets,NBA,"$8,374,646"
2013-14,Houston Rockets,NBA,"$8,374,646"
2014-15,Los Angeles Lakers,NBA,"$8,374,646"
2015-16,Charlotte Hornets,NBA,"$2,100,000"
