Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1998-99,21,SAC,NBA,SF,5,108,8.2,.439,.538,.115,12.7,7.8,10.3,3.3,1.5,0.0,18.0,14.2,,0.0,0.0,0.0,.003,,-1.9,0.0,-1.9,0.0
1999-00,22,SAC,NBA,SF,5,129,10.3,.500,.325,.225,1.7,11.8,6.9,4.0,1.6,0.0,10.2,17.2,,0.0,0.0,0.0,-0.003,,-4.3,2.2,-2.2,0.0
2000-01,23,SAC,NBA,SF,8,307,17.2,.557,.203,.484,5.6,11.4,8.5,1.8,0.8,0.7,10.4,23.5,,0.8,0.3,1.1,.165,,1.8,-1.8,0.0,0.2
2001-02,24,SAC,NBA,SF,10,338,12.1,.493,.361,.293,5.2,14.4,10.0,4.8,0.8,0.0,11.2,22.1,,0.2,0.2,0.4,.061,,-1.5,-0.9,-2.4,0.0
2002-03,25,SAC,NBA,SF,12,486,21.6,.606,.347,.297,3.9,14.9,9.4,10.2,1.0,0.7,5.0,21.6,,1.9,0.1,2.0,.198,,4.4,0.6,5.0,0.9
2003-04,26,SAC,NBA,SF,12,517,14.6,.488,.369,.197,3.2,13.5,8.6,6.0,2.2,0.4,6.1,19.8,,0.6,0.4,1.0,.091,,0.1,0.8,0.9,0.4
2004-05,27,SAC,NBA,SF,5,203,19.1,.593,.361,.265,3.3,13.1,7.8,5.7,1.0,0.4,2.1,20.7,,0.7,-0.1,0.6,.152,,2.2,-0.8,1.4,0.2
2005-06,28,IND,NBA,SF,2,51,16.7,.522,.167,.389,0.0,21.4,11.2,15.9,1.1,1.6,4.5,21.2,,0.1,0.1,0.1,.127,,-1.5,0.5,-1.0,0.0
2007-08,30,NOH,NBA,SF,12,455,13.4,.583,.383,.203,1.5,14.3,8.0,2.0,0.7,0.2,5.2,16.3,,0.7,0.3,1.0,.108,,0.6,0.2,0.7,0.3
2008-09,31,NOH,NBA,SF,5,162,8.1,.512,.531,.265,2.9,7.8,5.3,2.6,1.3,0.5,9.9,17.8,,0.0,-0.1,-0.1,-0.040,,-5.2,0.5,-4.7,-0.1
2010-11,33,DAL,NBA,SF,19,350,12.0,.540,.642,.075,1.1,10.0,5.6,3.5,1.9,0.5,6.8,18.5,,0.3,0.3,0.5,.073,,0.6,0.1,0.7,0.2
