Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,24,SAC,NBA,SF,1,0,18:00,4,10,.400,3,5,.600,0,0,,2,2,1,0,0,0,0,11
2002-03,25,SAC,NBA,SF,1,0,13:00,2,7,.286,1,4,.250,0,0,,0,3,1,1,0,1,0,5
2003-04,26,SAC,NBA,SF,1,0,13:00,2,5,.400,1,4,.250,0,0,,0,1,1,0,0,2,0,5
